"d_close","d_close_1","d_close_2","d_close_3","d_close_4","vneg_1","neg_1","pos_1","vpos_1","vneg_2","neg_2","pos_2","vpos_2","vneg_3","neg_3","pos_3","vpos_3","vneg_4","neg_4","pos_4","vpos_4","sell_1","buy_1","sell_2","buy_2","sell_3","buy_3","sell_4","buy_4","count_1","count_2","count_3","count_4","H1","H2","H3","H4","H5","H6","H7","D1","D2","D3","D4","D5","DHOL","cons_vneg_1","cons_neg_1","cons_pos_1","cons_vpos_1","cons_vneg_2","cons_neg_2","cons_pos_2","cons_vpos_2","cons_vneg_3","cons_neg_3","cons_pos_3","cons_vpos_3","cons_vneg_4","cons_neg_4","cons_pos_4","cons_vpos_4","drift","date"
7974.91796875,7969.091796875,7962.2998046875,7963.14501953125,7968.98583984375,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-4,15,-151,68,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,11,2018-09-18 18:30:00
7967.50244140625,7974.91796875,7969.091796875,7962.2998046875,7963.14501953125,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,-4,15,-151,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,12,2018-09-18 19:00:00
7970.68310546875,7967.50244140625,7974.91796875,7969.091796875,7962.2998046875,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,-13,6,-4,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,13,2018-09-18 19:30:00
7962.09716796875,7970.68310546875,7967.50244140625,7974.91796875,7969.091796875,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15,-5,40,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,14,2018-09-19 13:30:00
7944.54248046875,7962.09716796875,7970.68310546875,7967.50244140625,7974.91796875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49,15,-5,40,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,15,2018-09-19 14:00:00
7926.517578125,7944.54248046875,7962.09716796875,7970.68310546875,7967.50244140625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-9,49,15,-5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,2018-09-19 14:30:00
7924.640625,7926.517578125,7944.54248046875,7962.09716796875,7970.68310546875,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-9,49,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2018-09-19 15:00:00
7945.12646484375,7924.640625,7926.517578125,7944.54248046875,7962.09716796875,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,-9,49,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2018-09-19 15:30:00
7946.41650390625,7945.12646484375,7924.640625,7926.517578125,7944.54248046875,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-21,7,1,-9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,2018-09-19 16:00:00
7933.96533203125,7946.41650390625,7945.12646484375,7924.640625,7926.517578125,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-37,-21,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,2018-09-19 16:30:00
7934.1923828125,7933.96533203125,7946.41650390625,7945.12646484375,7924.640625,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-37,-21,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2018-09-19 17:00:00
7925.486328125,7934.1923828125,7933.96533203125,7946.41650390625,7945.12646484375,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-19,-3,-37,-21,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,2018-09-19 17:30:00
7937.61865234375,7925.486328125,7934.1923828125,7933.96533203125,7946.41650390625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,-19,-3,-37,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,2018-09-19 18:00:00
7943.2734375,7937.61865234375,7925.486328125,7934.1923828125,7933.96533203125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,50,-19,-3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,2018-09-19 18:30:00
7939.07763671875,7943.2734375,7937.61865234375,7925.486328125,7934.1923828125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-21,-26,50,-19,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2018-09-19 19:00:00
7947.85107421875,7939.07763671875,7943.2734375,7937.61865234375,7925.486328125,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,-21,-26,50,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2018-09-19 19:30:00
7999.435546875,7947.85107421875,7939.07763671875,7943.2734375,7937.61865234375,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-7,-62,-82,-211,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2018-09-20 13:30:00
8012.69921875,7999.435546875,7947.85107421875,7939.07763671875,7943.2734375,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-28,-7,-62,-82,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,2018-09-20 14:00:00
8015.98388671875,8012.69921875,7999.435546875,7947.85107421875,7939.07763671875,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,48,-28,-7,-62,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,29,2018-09-20 14:30:00
8011.68505859375,8015.98388671875,8012.69921875,7999.435546875,7947.85107421875,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-28,48,-28,-7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,30,2018-09-20 15:00:00
8015.72412109375,8011.68505859375,8015.98388671875,8012.69921875,7999.435546875,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-63,-28,48,-28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,31,2018-09-20 15:30:00
8021.2783203125,8015.72412109375,8011.68505859375,8015.98388671875,8012.69921875,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-63,-28,48,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,32,2018-09-20 16:00:00
8023.10302734375,8021.2783203125,8015.72412109375,8011.68505859375,8015.98388671875,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,-63,-28,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,33,2018-09-20 16:30:00
8027.78759765625,8023.10302734375,8021.2783203125,8015.72412109375,8011.68505859375,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,57,7,0,-63,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,34,2018-09-20 17:00:00
8027.244140625,8027.78759765625,8023.10302734375,8021.2783203125,8015.72412109375,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-79,57,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,35,2018-09-20 17:30:00
8030.06201171875,8027.244140625,8027.78759765625,8023.10302734375,8021.2783203125,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-24,-79,57,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,36,2018-09-20 18:00:00
8028.77490234375,8030.06201171875,8027.244140625,8027.78759765625,8023.10302734375,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-7,-24,-79,57,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,37,2018-09-20 18:30:00
8032.1005859375,8028.77490234375,8030.06201171875,8027.244140625,8027.78759765625,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-9,-7,-24,-79,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,38,2018-09-20 19:00:00
8035.0107421875,8032.1005859375,8028.77490234375,8030.06201171875,8027.244140625,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,-9,-7,-24,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,39,2018-09-20 19:30:00
8040.63525390625,8035.0107421875,8032.1005859375,8028.77490234375,8030.06201171875,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-17,25,-7,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,40,2018-09-21 13:30:00
8037.18505859375,8040.63525390625,8035.0107421875,8032.1005859375,8028.77490234375,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,17,-17,25,-7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,41,2018-09-21 14:00:00
8015.25048828125,8037.18505859375,8040.63525390625,8035.0107421875,8032.1005859375,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,58,17,-17,25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,42,2018-09-21 14:30:00
8009.80712890625,8015.25048828125,8037.18505859375,8040.63525390625,8035.0107421875,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-19,58,17,-17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,43,2018-09-21 15:00:00
8024.443359375,8009.80712890625,8015.25048828125,8037.18505859375,8040.63525390625,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-21,-19,58,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,44,2018-09-21 15:30:00
8022.93115234375,8024.443359375,8009.80712890625,8015.25048828125,8037.18505859375,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-21,-19,58,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,45,2018-09-21 16:00:00
8020.51220703125,8022.93115234375,8024.443359375,8009.80712890625,8015.25048828125,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,77,-1,-21,-19,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,46,2018-09-21 16:30:00
8016.30859375,8020.51220703125,8022.93115234375,8024.443359375,8009.80712890625,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-62,77,-1,-21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,47,2018-09-21 17:00:00
8012.27978515625,8016.30859375,8020.51220703125,8022.93115234375,8024.443359375,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-5,-62,77,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,48,2018-09-21 17:30:00
8013.017578125,8012.27978515625,8016.30859375,8020.51220703125,8022.93115234375,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-31,-5,-62,77,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,49,2018-09-21 18:00:00
8006.72119140625,8013.017578125,8012.27978515625,8016.30859375,8020.51220703125,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,37,-31,-5,-62,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,50,2018-09-21 18:30:00
7996.03125,8006.72119140625,8013.017578125,8012.27978515625,8016.30859375,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-19,37,-31,-5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,51,2018-09-21 19:00:00
7990.6962890625,7996.03125,8006.72119140625,8013.017578125,8012.27978515625,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-8,-19,37,-31,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,52,2018-09-21 19:30:00
7939.6025390625,7990.6962890625,7996.03125,8006.72119140625,8013.017578125,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-14,20,8,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,53,2018-09-24 13:30:00
7961.7958984375,7939.6025390625,7990.6962890625,7996.03125,8006.72119140625,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,34,-14,20,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,54,2018-09-24 14:00:00
7954.90771484375,7961.7958984375,7939.6025390625,7990.6962890625,7996.03125,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,42,34,-14,20,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,55,2018-09-24 14:30:00
7957.36572265625,7954.90771484375,7961.7958984375,7939.6025390625,7990.6962890625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-45,42,34,-14,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,56,2018-09-24 15:00:00
7978.482421875,7957.36572265625,7954.90771484375,7961.7958984375,7939.6025390625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-45,42,34,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,57,2018-09-24 15:30:00
7974.46630859375,7978.482421875,7957.36572265625,7954.90771484375,7961.7958984375,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,-45,42,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58,2018-09-24 16:00:00
7967.0712890625,7974.46630859375,7978.482421875,7957.36572265625,7954.90771484375,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-12,0,-45,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2018-09-24 16:30:00
7966.11328125,7967.0712890625,7974.46630859375,7978.482421875,7957.36572265625,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-5,-12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,60,2018-09-24 17:00:00
7971.96728515625,7966.11328125,7967.0712890625,7974.46630859375,7978.482421875,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,-5,-12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,61,2018-09-24 17:30:00
7989.1513671875,7971.96728515625,7966.11328125,7967.0712890625,7974.46630859375,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,70,11,0,-5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,62,2018-09-24 18:00:00
7983.75244140625,7989.1513671875,7971.96728515625,7966.11328125,7967.0712890625,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-97,70,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,63,2018-09-24 18:30:00
7984.49560546875,7983.75244140625,7989.1513671875,7971.96728515625,7966.11328125,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-8,-97,70,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,64,2018-09-24 19:00:00
7990.9404296875,7984.49560546875,7983.75244140625,7989.1513671875,7971.96728515625,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,40,-8,-97,70,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,65,2018-09-24 19:30:00
8000.82958984375,7990.9404296875,7984.49560546875,7983.75244140625,7989.1513671875,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,22,11,30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,66,2018-09-25 13:30:00
7996.373046875,8000.82958984375,7990.9404296875,7984.49560546875,7983.75244140625,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,19,-1,22,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,67,2018-09-25 14:00:00
7988.91650390625,7996.373046875,8000.82958984375,7990.9404296875,7984.49560546875,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18,19,-1,22,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,68,2018-09-25 14:30:00
7979.91845703125,7988.91650390625,7996.373046875,8000.82958984375,7990.9404296875,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-5,18,19,-1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,69,2018-09-25 15:00:00
8006.3916015625,7979.91845703125,7988.91650390625,7996.373046875,8000.82958984375,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-40,-5,18,19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,70,2018-09-25 15:30:00
8010.51513671875,8006.3916015625,7979.91845703125,7988.91650390625,7996.373046875,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,-40,-5,18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,71,2018-09-25 16:00:00
8009.5068359375,8010.51513671875,8006.3916015625,7979.91845703125,7988.91650390625,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-4,4,-40,-5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,72,2018-09-25 16:30:00
8002.14306640625,8009.5068359375,8010.51513671875,8006.3916015625,7979.91845703125,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,105,-4,4,-40,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,73,2018-09-25 17:00:00
8006.14501953125,8002.14306640625,8009.5068359375,8010.51513671875,8006.3916015625,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,17,105,-4,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,74,2018-09-25 17:30:00
8004.2763671875,8006.14501953125,8002.14306640625,8009.5068359375,8010.51513671875,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-45,17,105,-4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,75,2018-09-25 18:00:00
8010.189453125,8004.2763671875,8006.14501953125,8002.14306640625,8009.5068359375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-62,-45,17,105,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,76,2018-09-25 18:30:00
8005.66015625,8010.189453125,8004.2763671875,8006.14501953125,8002.14306640625,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-62,-45,17,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77,2018-09-25 19:00:00
8011.24853515625,8005.66015625,8010.189453125,8004.2763671875,8006.14501953125,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-10,3,-62,-45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2018-09-25 19:30:00
